Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Governments do NOT understand the meaning of COMMON SENCE along with so many in the world today,Governments do NOT understand the meaning of COMMON SENCE along with so many in the world today,17,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The goal is to crash economies using green energy as an excuse.   To many fell for it.,The goal is to crash economies using green energy as an excuse.   To many fell for it.,19,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Anyone that voted for independents don't complain you have got what you asked for.,Anyone that voted for independents don't complain you have got what you asked for.,16,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",yep instead of sending it all to China,yep instead of sending it all to China,8,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The first priority should have been energy security but apparently we don’t have a problem with that according to Albo and Bowen.  Why else would have they put renewables as the priority;  doesn’t seem to matter that other parts of the world are having energy security problems (some not caused by renewables).  Affordability of energy would be next;  Albo you’ve said you want thing built here.  Ain’t going to happen whilst we have availability of energy and price becoming big issues.  Thick as ten brick.,The first priority should have been energy security but apparently we don’t have a problem with that according to Albo and Bowen.  Why else would have they put renewables as the priority;  doesn’t seem to matter that other parts of the world are having energy security problems (some not caused by renewables).  Affordability of energy would be next;  Albo you’ve said you want thing built here.  Ain’t going to happen whilst we have availability of energy and price becoming big issues.  Thick as ten brick.,102,LABEL_0,NEGATIVE,infrastructure
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We are being fed misinformation.  Coal is a resource we need at present because our energy system is in chaos.  While there are Wars and potential political conflicts we need to increase our energy output so as manufacturing can produce what we used to import.,We are being fed misinformation.  Coal is a resource we need at present because our energy system is in chaos.  While there are Wars and potential political conflicts we need to increase our energy output so as manufacturing can produce what we used to import.,48,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Green lunatics will bankrupt the country.,Green lunatics will bankrupt the country.,7,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We wouldn't have a crisis if it wasn't for the renewable mania!,We wouldn't have a crisis if it wasn't for the renewable mania!,15,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","The article is largely correct, but omits the very important nuclear energy option.","The article is largely correct, but omits the very important nuclear energy option.",15,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","I am waiting for the whole green renewable idea to crash and burn.They may all wake up to the lies,  the green have been feeding us to line their own pockets We are now at a point that the only thing that will wake people up is power outages,  food shortages,  and mortgages that are out of control.","I am waiting for the whole green renewable idea to crash and burn.They may all wake up to the lies,  the green have been feeding us to line their own pockets We are now at a point that the only thing that will wake people up is power outages,  food shortages,  and mortgages that are out of control.",62,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","This is the way to go . People need to live and it is about "" balance"". This carbon emmissions has become a joke for countries that need to basically live & survive!.                   This is cutting off their nose to spite their face!"". Mean while  the major countries that are the biggest polluters  carry  on living their way of life , with barely a change of their lifestyle?. These countries  should be doing more of their share  for "" Mother earth"".  Do we see them cutting  back ?."" NO "" . Countries governments  that are pushing this agenda are "" ideoligists and theorists"", they are "" virtual signaling"" & do not live in the real world. They live in their rich bubble , they look after themselves because they can afford it. Realistically , the average lowly subjects will  struggle continuously all their lives unless there  is a ""balance "" across the board , the world. Countries need to take care of their ""OWN "". UN needs to  stop dictating directions &  distributing the problems throughout the world especially after this widely spread "" Pandemic environment""  .   This , all in the name of 'climate change""?. There needs  to be a better way for humans to live.","This is the way to go . People need to live and it is about "" balance"". This carbon emmissions has become a joke for countries that need to basically live & survive!.                   This is cutting off their nose to spite their face!"". Mean while  the major countries that are the biggest polluters  carry  on living their way of life , with barely a change of their lifestyle?. These countries  should be doing more of their share  for "" Mother earth"".  Do we see them cutting  back ?."" NO "" . Countries governments  that are pushing this agenda are "" ideoligists and theorists"", they are "" virtual signaling"" & do not live in the real world. They live in their rich bubble , they look after themselves because they can afford it. Realistically , the average lowly subjects will  struggle continuously all their lives unless there  is a ""balance "" across the board , the world. Countries need to take care of their ""OWN "". UN needs to  stop dictating directions &  distributing the problems throughout the world especially after this widely spread "" Pandemic environment""  .   This , all in the name of 'climate change""?. There needs  to be a better way for humans to live.",234,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Governments around the world have thrown money at this for decades pointlessly. You don’t have to be terribly smart to be a Polly.,Governments around the world have thrown money at this for decades pointlessly. You don’t have to be terribly smart to be a Polly.,27,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",So right Gideon  but unfortunately we are going down the unstable wind and solar path,So right Gideon  but unfortunately we are going down the unstable wind and solar path,15,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Our coal fleet is aging, built in the 70's and the 80's, we need to build HELE plants, more efficient and less emissions than older design plants, wind and solar are intermittent power generation.","Our coal fleet is aging, built in the 70's and the 80's, we need to build HELE plants, more efficient and less emissions than older design plants, wind and solar are intermittent power generation.",41,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",And get started on nuclear power.,And get started on nuclear power.,7,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","A commitment by government should always be supporting whatever is plentiful in resources and or has continuous abilty to generate base load power for the nation, now and into the future. And that is having multiple forms of energy generation from coal, gas, waste to energy, tidal, hydropower and localised power generation with wind and solar as the last two cannot generate base load power for this nation.","A commitment by government should always be supporting whatever is plentiful in resources and or has continuous abilty to generate base load power for the nation, now and into the future. And that is having multiple forms of energy generation from coal, gas, waste to energy, tidal, hydropower and localised power generation with wind and solar as the last two cannot generate base load power for this nation.",76,LABEL_1,NEUTRAL,infrastructure
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","When you have our politicians with their scare mongers flat out day in day out preaching. Saying that if we don’t change to renewables x amount of people will die from heat stress illnesses. Yes they will if they can’t or too scared to turn on their air conditioners. We need to wake up and yes look into advanced technology into coal power station’s. Its like our flooding nothing gets done, trust me renewables are not going to stop the flooding. New technology in getting rid of flood water will, but no our politicians have money invested in renewables.","When you have our politicians with their scare mongers flat out day in day out preaching. Saying that if we don’t change to renewables x amount of people will die from heat stress illnesses. Yes they will if they can’t or too scared to turn on their air conditioners. We need to wake up and yes look into advanced technology into coal power station’s. Its like our flooding nothing gets done, trust me renewables are not going to stop the flooding. New technology in getting rid of flood water will, but no our politicians have money invested in renewables.",113,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",One country had woke up now let’s get the rest on board Because climate change is a load of BS and John Kerry and al gore are at the helm filling their pockets,One country had woke up now let’s get the rest on board Because climate change is a load of BS and John Kerry and al gore are at the helm filling their pockets,35,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The only way 100% just wish our Govt would get behind it. No reason why Australia should have cheap power with our huge resources coal and gas. We have been sold out.,The only way 100% just wish our Govt would get behind it. No reason why Australia should have cheap power with our huge resources coal and gas. We have been sold out.,36,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Too sensible Gideon! It’s based on truth rather than the “climate change hoax” pushed by the ignorant ideologists…,Too sensible Gideon! It’s based on truth rather than the “climate change hoax” pushed by the ignorant ideologists…,23,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Here in WA, they are building a huge battery that will take excess solar power from house solar panels, and it will only power 160,000 homes for 2 hours!!! Methinks they are going to need acres of batteries!!","Here in WA, they are building a huge battery that will take excess solar power from house solar panels, and it will only power 160,000 homes for 2 hours!!! Methinks they are going to need acres of batteries!!",45,LABEL_2,POSITIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Virtue signaling will not keep the lights on , stop floods, drought or bush fires.","Virtue signaling will not keep the lights on , stop floods, drought or bush fires.",17,LABEL_0,NEGATIVE,social_resistance
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",When you only get 32% of the vote then they have to bow down to these climate zealots to survive and get stupid bills through While most Australians agree with renewables as a power source just not at the cost of higher bills and less reliability We need back up power to keep this country viable and coal powered and gas  powered resources are needed,When you only get 32% of the vote then they have to bow down to these climate zealots to survive and get stupid bills through While most Australians agree with renewables as a power source just not at the cost of higher bills and less reliability We need back up power to keep this country viable and coal powered and gas  powered resources are needed,66,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Clearly The opinion of Gideon Rozner would know way more about energy sources and power supply than these “so called” experts with decades of education and training in that field.(People actually believe this rubbish?),Clearly The opinion of Gideon Rozner would know way more about energy sources and power supply than these “so called” experts with decades of education and training in that field.(People actually believe this rubbish?),41,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Can all the greens go live off the land out bush somewhere while the rest of the nation fixes the energy problems,Can all the greens go live off the land out bush somewhere while the rest of the nation fixes the energy problems,22,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","If the coal power stations were rebuilt with today's technology,  they are more efficient and have much less emissions. There needs to be a sensible balance between coal, gas, renewable and Hopefully one day nuclear","If the coal power stations were rebuilt with today's technology,  they are more efficient and have much less emissions. There needs to be a sensible balance between coal, gas, renewable and Hopefully one day nuclear",40,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Anyone with half a brain would know this ..which leaves the current ALP Socialist Goverment out completely..not a brain between them all ..only thing is everyone else will suffer the consequences from their Unsustainable Renewable’s push ….,Anyone with half a brain would know this ..which leaves the current ALP Socialist Goverment out completely..not a brain between them all ..only thing is everyone else will suffer the consequences from their Unsustainable Renewable’s push ….,44,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Instead of inventing new uses for electricity we need to invent effective, environmentally friendly storage for produced electricity .  This should have been a priority since it's discovery.The continuing issue is that electricity needs to be produced as the demand requires.","Instead of inventing new uses for electricity we need to invent effective, environmentally friendly storage for produced electricity .  This should have been a priority since it's discovery.The continuing issue is that electricity needs to be produced as the demand requires.",44,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Given that multiple CO2 sensing satellite systems strongly suggest that the Australian continent is already net zero, we might as well extend the life of coal fired power stations, although what Australia really needs is to go nuclear.","Given that multiple CO2 sensing satellite systems strongly suggest that the Australian continent is already net zero, we might as well extend the life of coal fired power stations, although what Australia really needs is to go nuclear.",41,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We have to obey the inner city wealthy,We have to obey the inner city wealthy,8,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Well that's probably commonsense to some degree, which is why we are going in the opposite direction, ask Bowen ","Well that's probably commonsense to some degree, which is why we are going in the opposite direction, ask Bowen ",22,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Of course we should be maintaining our coal power stations, and producing more gas for our domestic use while investigating nuclear power, it just makes sense, but then the current Labor, Greens and much of the LNP are lacking in this area, still, the penny will soon drop as it has in Europe, hopefully it wont be too late.","Of course we should be maintaining our coal power stations, and producing more gas for our domestic use while investigating nuclear power, it just makes sense, but then the current Labor, Greens and much of the LNP are lacking in this area, still, the penny will soon drop as it has in Europe, hopefully it wont be too late.",67,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Would love that twit Bandt to explain how all the thousands of batteries, massive fans and panels will be made without using all the materials, minerals, resources and traditional power he hates so much. To all that voted for the greens and Teals, thx fa nothing except more debt and hardship.","Would love that twit Bandt to explain how all the thousands of batteries, massive fans and panels will be made without using all the materials, minerals, resources and traditional power he hates so much. To all that voted for the greens and Teals, thx fa nothing except more debt and hardship.",57,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",get rid of the wind turbine eyesores and solar panels. They are far from green energy. Nothing but a big fat con by the Globalists !!,get rid of the wind turbine eyesores and solar panels. They are far from green energy. Nothing but a big fat con by the Globalists !!,29,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Gideon is showing very good un-common sense.  Shame our politicians aren’t.,Gideon is showing very good un-common sense.  Shame our politicians aren’t.,15,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",I know let’s ignore completely the acidification of our oceans the gigatonnes of carbon pumping into our biosphere each year because it’s cheaper the old way,I know let’s ignore completely the acidification of our oceans the gigatonnes of carbon pumping into our biosphere each year because it’s cheaper the old way,30,LABEL_0,NEGATIVE,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",See the example in South Australia under the Weatheril Labor regimes. Highest power prices on the planet.  That's  Albonochio  has in store for the rest of us unfer federal Labor,See the example in South Australia under the Weatheril Labor regimes. Highest power prices on the planet.  That's  Albonochio  has in store for the rest of us unfer federal Labor,33,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","That definitely makes good sense but worst luck we have politicians with no sense they like to blow up old coal fired power stations once they are retired. These actions leave us in a position of electricity starvation where we all need power but their won’t be enough to go around, time to invest in a portable generator because you are going to need it to keep your refrigerator and freezer working. Our kids will have to learn that without electricity their laptops, phones and wifi don’t work.","That definitely makes good sense but worst luck we have politicians with no sense they like to blow up old coal fired power stations once they are retired. These actions leave us in a position of electricity starvation where we all need power but their won’t be enough to go around, time to invest in a portable generator because you are going to need it to keep your refrigerator and freezer working. Our kids will have to learn that without electricity their laptops, phones and wifi don’t work.",97,LABEL_0,NEGATIVE,infrastructure
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",we as Australians can see the only way to go is this ut the government is still dead set on leading us down the garden path to ruination of our country,we as Australians can see the only way to go is this ut the government is still dead set on leading us down the garden path to ruination of our country,31,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Yes that is true , but we need to go nuclear to sustain our need for future energy demands ","Yes that is true , but we need to go nuclear to sustain our need for future energy demands ",19,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","For the moment while we set up for nuclear power! It has to be part of the plan. Forget about what Air us Albo says. He’s just following plans of the NWO, WEF Great Reset","For the moment while we set up for nuclear power! It has to be part of the plan. Forget about what Air us Albo says. He’s just following plans of the NWO, WEF Great Reset",41,LABEL_1,NEUTRAL,infrastructure
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Absolutely correct We are far from being renewable reliance..,Absolutely correct We are far from being renewable reliance..,10,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Why do these clowns oppose cheap power?  Just because it doesn’t serve the foreign owned mining companies?,Why do these clowns oppose cheap power?  Just because it doesn’t serve the foreign owned mining companies?,21,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","That will never happen, as Albo, Bonehead and Bandit are pushing the 43% emissions target to be achieved in 8 years, once that is passed it then only be sun and wind. The way this bill is being fast tracked that will stop any other sensible ideas being mentioned.","That will never happen, as Albo, Bonehead and Bandit are pushing the 43% emissions target to be achieved in 8 years, once that is passed it then only be sun and wind. The way this bill is being fast tracked that will stop any other sensible ideas being mentioned.",55,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Gideone a blind man can see this, why not Labour.","Gideone a blind man can see this, why not Labour.",12,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",You need to keep the coal plants until the renewable options can 100% keep our supplies flowing and people don't have to go cold or hot. Too the people who are dead against coal power stations would you want your families to die from not having power to keep them alive or safe?????????,You need to keep the coal plants until the renewable options can 100% keep our supplies flowing and people don't have to go cold or hot. Too the people who are dead against coal power stations would you want your families to die from not having power to keep them alive or safe?????????,65,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Can anyone explain to me how it's okay for our governments to make so much money from coal exports thus enabling other countries to use coal and yet with all the very talented clever Australians we can't build coal energy facilities that are as clean as possible and would give us the answer to our energy prices and also solve our present shortage. Where has common sense gone?,Can anyone explain to me how it's okay for our governments to make so much money from coal exports thus enabling other countries to use coal and yet with all the very talented clever Australians we can't build coal energy facilities that are as clean as possible and would give us the answer to our energy prices and also solve our present shortage. Where has common sense gone?,72,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","A challenge to the Renewable Politians: open your homes to us and let's see - how much ""dirty"" energy you are currently using.","A challenge to the Renewable Politians: open your homes to us and let's see - how much ""dirty"" energy you are currently using.",28,LABEL_0,NEGATIVE,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",New coal power stations with air filters are approx 99 % emission free and very efficient.,New coal power stations with air filters are approx 99 % emission free and very efficient.,17,LABEL_2,POSITIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","And longer term, a serious push towards nuclear….we’re one of the worlds largest producers of uranium and like everything else good that we produce, it’s all exported to serve foreign countries instead of our own","And longer term, a serious push towards nuclear….we’re one of the worlds largest producers of uranium and like everything else good that we produce, it’s all exported to serve foreign countries instead of our own",41,LABEL_1,NEUTRAL,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","The place has gone insane.  Could we please have a Summit on Climate Change where everyone can have their say. We keep getting told about ""The Science"" and gloom and doom by 2030. No one has every explained this ""Science"" to the vast majority of Australians. This is the same ""Science"" that has been telling us for decades about the destruction of the Great Barrier Reef. Yesterday we found out just what a lie that was.  The Reef is in very good health. The Greens, Labor, Teal Independents, Independent Liberals and Littleproud and his Nationalised Greens, overwhelmingly run the show. What hope does Peter Dutton have.  We are doomed.","The place has gone insane.  Could we please have a Summit on Climate Change where everyone can have their say. We keep getting told about ""The Science"" and gloom and doom by 2030. No one has every explained this ""Science"" to the vast majority of Australians. This is the same ""Science"" that has been telling us for decades about the destruction of the Great Barrier Reef. Yesterday we found out just what a lie that was.  The Reef is in very good health. The Greens, Labor, Teal Independents, Independent Liberals and Littleproud and his Nationalised Greens, overwhelmingly run the show. What hope does Peter Dutton have.  We are doomed.",129,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Germany has a power crisis so have fired up the coal power plants. We’re so smart in Australia we blew ours to pieces.,Germany has a power crisis so have fired up the coal power plants. We’re so smart in Australia we blew ours to pieces.,27,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Problem is with more gas exploration…. Usually it won’t be allocated to domestic use… it just gets exported because it can be sold at three times the price,Problem is with more gas exploration…. Usually it won’t be allocated to domestic use… it just gets exported because it can be sold at three times the price,31,LABEL_0,NEGATIVE,financial_constraints
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",As long as the coal and gas companies pay for the upgrades,As long as the coal and gas companies pay for the upgrades,12,LABEL_1,NEUTRAL,technological_shortcomings
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",A lot of the old power plants are Toshiba and they’ve stop making them including parts but go on tell us how to refurbish them,A lot of the old power plants are Toshiba and they’ve stop making them including parts but go on tell us how to refurbish them,27,LABEL_1,NEUTRAL,not-defined
Renewable,"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",12 wind turbines built in Hughenden Qld still not turning. 5-6 years later. Makes no sense,12 wind turbines built in Hughenden Qld still not turning. 5-6 years later. Makes no sense,18,LABEL_0,NEGATIVE,financial_constraints
